company_name,stock_code,market,ticker
레이저옵텍,199550,KOSDAQ,199550.KQ
레이크머티리얼즈,281740,KOSDAQ,281740.KQ
레인보우로보틱스,277810,KOSDAQ,277810.KQ
로보로보,215100,KOSDAQ,215100.KQ
로보스타,090360,KOSDAQ,090360.KQ
로보티즈,108490,KOSDAQ,108490.KQ
로스웰,900260,KOSDAQ,900260.KQ
로지시스,067730,KOSDAQ,067730.KQ
로체시스템즈,071280,KOSDAQ,071280.KQ
로킷헬스케어,376900,KOSDAQ,376900.KQ
롯데관광개발,032350,KOSPI,032350.KS
롯데렌탈,089860,KOSPI,089860.KS
롯데리츠,330590,KOSPI,330590.KS
롯데손해보험,000400,KOSPI,000400.KS
롯데쇼핑,023530,KOSPI,023530.KS
롯데에너지머티리얼즈,020150,KOSPI,020150.KS
롯데웰푸드,280360,KOSPI,280360.KS
롯데이노베이트,286940,KOSPI,286940.KS
롯데정밀화학,004000,KOSPI,004000.KS
롯데지주우,00499K,KOSPI,00499K.KS
롯데지주,004990,KOSPI,004990.KS
롯데칠성우,005305,KOSPI,005305.KS
롯데칠성,005300,KOSPI,005300.KS
롯데케미칼,011170,KOSPI,011170.KS
롯데하이마트,071840,KOSPI,071840.KS
루닛,328130,KOSDAQ,328130.KQ
루멘스,038060,KOSDAQ,038060.KQ
루미르,474170,KOSDAQ,474170.KQ
리가켐바이오,141080,KOSDAQ GLOBAL,141080.KQ
리노공업,058470,KOSDAQ GLOBAL,058470.KQ
리더스코스메틱,016100,KOSDAQ,016100.KQ
리드코프,012700,KOSDAQ,012700.KQ
리메드,302550,KOSDAQ,302550.KQ
리튬포어스,073570,KOSDAQ,073570.KQ
리파인,377450,KOSDAQ,377450.KQ
린드먼아시아,277070,KOSDAQ,277070.KQ
링네트,042500,KOSDAQ,042500.KQ
링크드,193250,KOSDAQ,193250.KQ
링크솔루션,474650,KOSDAQ,474650.KQ
링크제니시스,219420,KOSDAQ,219420.KQ
마녀공장,439090,KOSDAQ,439090.KQ
마니커,027740,KOSPI,027740.KS
마니커에프앤지,195500,KOSDAQ,195500.KQ
마스턴프리미어리츠,357430,KOSPI,357430.KS
마음AI,377480,KOSDAQ,377480.KQ
마이크로디지탈,305090,KOSDAQ,305090.KQ
마이크로투나노,424980,KOSDAQ,424980.KQ
엠브레인,169330,KOSDAQ,169330.KQ
마크로젠,038290,KOSDAQ,038290.KQ
만호제강,001080,KOSPI,001080.KS
매일유업,267980,KOSDAQ,267980.KQ
매일홀딩스,005990,KOSDAQ,005990.KQ
매커스,093520,KOSDAQ,093520.KQ
맥쿼리인프라,088980,KOSPI,088980.KS
머큐리,100590,KOSDAQ,100590.KQ
멀티캠퍼스,067280,KOSDAQ,067280.KQ
메가스터디,072870,KOSDAQ,072870.KQ
메가스터디교육,215200,KOSDAQ GLOBAL,215200.KQ
메가엠디,133750,KOSDAQ,133750.KQ
메가터치,446540,KOSDAQ,446540.KQ
메드팩토,235980,KOSDAQ,235980.KQ
메디아나,041920,KOSDAQ,041920.KQ
메디앙스,014100,KOSDAQ,014100.KQ
메디콕스,054180,KOSDAQ,054180.KQ
메디톡스,086900,KOSDAQ,086900.KQ
메디포스트,078160,KOSDAQ,078160.KQ
메리츠금융지주,138040,KOSPI,138040.KS
메쎄이상,408920,KOSDAQ,408920.KQ
메이슨캐피탈,021880,KOSDAQ,021880.KQ
메지온,140410,KOSDAQ,140410.KQ
메카로,241770,KOSDAQ,241770.KQ
메타랩스,090370,KOSPI,090370.KS
메타바이오메드,059210,KOSDAQ,059210.KQ
메타케어,118000,KOSPI,118000.KS
멕아이씨에스,058110,KOSDAQ,058110.KQ
명문제약,017180,KOSPI,017180.KS
명신산업,009900,KOSPI,009900.KS
모나리자,012690,KOSPI,012690.KS
모나미,005360,KOSPI,005360.KS
모나용평,070960,KOSPI,070960.KS
모니터랩,434480,KOSDAQ,434480.KQ
모다이노칩,080420,KOSDAQ,080420.KQ
모델솔루션,417970,KOSDAQ,417970.KQ
모두투어,080160,KOSDAQ,080160.KQ
모바일어플라이언스,087260,KOSDAQ,087260.KQ
모베이스,101330,KOSDAQ,101330.KQ
모베이스전자,012860,KOSDAQ,012860.KQ
모비데이즈,363260,KOSDAQ,363260.KQ
모비릭스,348030,KOSDAQ,348030.KQ
모비스,250060,KOSDAQ,250060.KQ
모아데이타,288980,KOSDAQ,288980.KQ
모아라이프플러스,142760,KOSDAQ,142760.KQ
모아텍,033200,KOSDAQ,033200.KQ
모코엠시스,333050,KOSDAQ,333050.KQ
모토닉,009680,KOSPI,009680.KS
모트렉스,118990,KOSDAQ,118990.KQ
모티브링크,463480,KOSDAQ,463480.KQ
모헨즈,006920,KOSDAQ,006920.KQ
무림SP,001810,KOSDAQ,001810.KQ
무림페이퍼,009200,KOSPI,009200.KS
무림P&P,009580,KOSPI,009580.KS
무학,033920,KOSPI,033920.KS
문배철강,008420,KOSPI,008420.KS
미디어젠,279600,KOSDAQ,279600.KQ
미래나노텍,095500,KOSDAQ,095500.KQ
미래반도체,254490,KOSDAQ,254490.KQ
미래산업,025560,KOSPI,025560.KS
미래생명자원,218150,KOSDAQ,218150.KQ
미래아이앤지,007120,KOSPI,007120.KS
미래에셋글로벌리츠,396690,KOSPI,396690.KS
미래에셋드림스팩1호,442900,KOSDAQ,442900.KQ
미래에셋맵스리츠,357250,KOSPI,357250.KS
맵스리얼티1,094800,KOSPI,094800.KS
미래에셋벤처투자,100790,KOSDAQ,100790.KQ
미래에셋비전스팩2호,446190,KOSDAQ,446190.KQ
미래에셋비전스팩3호,448830,KOSDAQ,448830.KQ
미래에셋비전스팩4호,477380,KOSDAQ,477380.KQ
미래에셋비전스팩5호,477470,KOSDAQ,477470.KQ
미래에셋비전스팩6호,478440,KOSDAQ,478440.KQ
미래에셋비전스팩7호,482680,KOSDAQ,482680.KQ
미래에셋생명,085620,KOSPI,085620.KS
미래에셋증권우,006805,KOSPI,006805.KS
미래에셋증권2우B,00680K,KOSPI,00680K.KS
미래에셋증권,006800,KOSPI,006800.KS
미래컴퍼니,049950,KOSDAQ,049950.KQ
미스터블루,207760,KOSDAQ,207760.KQ
미스토홀딩스,081660,KOSPI,081660.KS
미원상사,002840,KOSPI,002840.KS
미원에스씨,268280,KOSPI,268280.KS
미원홀딩스,107590,KOSPI,107590.KS
미원화학,134380,KOSPI,134380.KS
미창석유,003650,KOSPI,003650.KS
미코,059090,KOSDAQ,059090.KQ
미투온,201490,KOSDAQ,201490.KQ
미트박스,475460,KOSDAQ,475460.KQ
민테크,452200,KOSDAQ,452200.KQ
바디텍메드,206640,KOSDAQ,206640.KQ
바른손,018700,KOSDAQ,018700.KQ
바른손이앤에이,035620,KOSDAQ,035620.KQ
바이넥스,053030,KOSDAQ,053030.KQ
바이브컴퍼니,301300,KOSDAQ,301300.KQ
바이오노트,377740,KOSPI,377740.KS
바이오니아,064550,KOSDAQ,064550.KQ
바이오다인,314930,KOSDAQ,314930.KQ
바이오비쥬,489460,KOSDAQ,489460.KQ
바이오솔루션,086820,KOSDAQ,086820.KQ
바이오스마트,038460,KOSDAQ,038460.KQ
바이오에프디엔씨,251120,KOSDAQ,251120.KQ
바이오인프라,199730,KOSDAQ,199730.KQ
바이오톡스텍,086040,KOSDAQ,086040.KQ
바이오포트,188040,KOSDAQ,188040.KQ
바이오플러스,099430,KOSDAQ,099430.KQ
바이온,032980,KOSDAQ,032980.KQ
바이젠셀,308080,KOSDAQ,308080.KQ
바텍,043150,KOSDAQ,043150.KQ
박셀바이오,323990,KOSDAQ,323990.KQ
방림,003610,KOSPI,003610.KS
배럴,267790,KOSDAQ,267790.KQ
백금T&A,046310,KOSDAQ,046310.KQ
백산,035150,KOSPI,035150.KS
밸로프,331520,KOSDAQ,331520.KQ
뱅크웨어글로벌,199480,KOSDAQ,199480.KQ
버넥트,438700,KOSDAQ,438700.KQ
버킷스튜디오,066410,KOSDAQ,066410.KQ
범양건영,002410,KOSPI,002410.KS
범한퓨얼셀,382900,KOSDAQ,382900.KQ
베노티앤알,206400,KOSDAQ,206400.KQ
베뉴지,019010,KOSDAQ,019010.KQ
베셀,177350,KOSDAQ,177350.KQ
벡트,457600,KOSDAQ,457600.KQ
벨로크,424760,KOSDAQ,424760.KQ
벽산,007210,KOSPI,007210.KS
보라티알,250000,KOSDAQ,250000.KQ
보락,002760,KOSPI,002760.KS
보령,003850,KOSPI,003850.KS
보로노이,310210,KOSDAQ,310210.KQ
보성파워텍,006910,KOSDAQ,006910.KQ
보해양조,000890,KOSPI,000890.KS
본느,226340,KOSDAQ,226340.KQ
부스타,008470,KOSDAQ,008470.KQ
부광약품,003000,KOSPI,003000.KS
부국증권우,001275,KOSPI,001275.KS
부국증권,001270,KOSPI,001270.KS
부국철강,026940,KOSPI,026940.KS
부방,014470,KOSDAQ,014470.KQ
부산산업,011390,KOSPI,011390.KS
부산주공,005030,KOSPI,005030.KS
뷰노,338220,KOSDAQ,338220.KQ
뷰웍스,100120,KOSDAQ,100120.KQ
뷰티스킨,406820,KOSDAQ,406820.KQ
브레인즈컴퍼니,099390,KOSDAQ,099390.KQ
브리지텍,064480,KOSDAQ,064480.KQ
브릿지바이오테라퓨틱스,288330,KOSDAQ,288330.KQ
브이씨,365900,KOSDAQ,365900.KQ
브이엠,089970,KOSDAQ,089970.KQ
브이원텍,251630,KOSDAQ,251630.KQ
브이티,018290,KOSDAQ,018290.KQ
블랙야크아이앤씨,478560,KOSDAQ,478560.KQ
블루엠텍,439580,KOSDAQ,439580.KQ
블루콤,033560,KOSDAQ,033560.KQ
블리츠웨이엔터테인먼트,369370,KOSDAQ,369370.KQ
비나텍,126340,KOSDAQ,126340.KQ
비덴트,121800,KOSDAQ,121800.KQ
비보존 제약,082800,KOSDAQ,082800.KQ
비비씨,318410,KOSDAQ,318410.KQ
비비안,002070,KOSPI,002070.KS
비상교육,100220,KOSPI,100220.KS
비스토스,419540,KOSDAQ,419540.KQ
비씨엔씨,146320,KOSDAQ,146320.KQ
비씨월드제약,200780,KOSDAQ,200780.KQ
비아이매트릭스,413640,KOSDAQ,413640.KQ
비아트론,141000,KOSDAQ,141000.KQ
비에이치,090460,KOSPI,090460.KS
비에이치아이,083650,KOSDAQ,083650.KQ
BF랩스,139050,KOSDAQ,139050.KQ
비엔케이제1호스팩,445360,KOSDAQ,445360.KQ
비엔케이제2호스팩,473370,KOSDAQ,473370.KQ
비엘팜텍,065170,KOSDAQ,065170.KQ
비엠티,086670,KOSDAQ,086670.KQ
비올,335890,KOSDAQ,335890.KQ
비유테크놀러지,230980,KOSDAQ,230980.KQ
BGF에코머티리얼즈,126600,KOSDAQ,126600.KQ
비츠로셀,082920,KOSDAQ,082920.KQ
비츠로시스,054220,KOSDAQ,054220.KQ
비츠로테크,042370,KOSDAQ,042370.KQ
비케이홀딩스,050090,KOSDAQ,050090.KQ
비큐AI,148780,KOSDAQ,148780.KQ
비투엔,307870,KOSDAQ,307870.KQ
비트맥스,377030,KOSDAQ,377030.KQ
비트컴퓨터,032850,KOSDAQ,032850.KQ
비피도,238200,KOSDAQ,238200.KQ
빅솔론,093190,KOSDAQ,093190.KQ
빅텍,065450,KOSDAQ,065450.KQ
빌리언스,044480,KOSDAQ,044480.KQ
빙그레,005180,KOSPI,005180.KS
빛과전자,069540,KOSDAQ,069540.KQ
빛샘전자,072950,KOSDAQ,072950.KQ
삐아,451250,KOSDAQ,451250.KQ
사람인,143240,KOSDAQ,143240.KQ
사이냅소프트,466410,KOSDAQ,466410.KQ
사조대림,003960,KOSPI,003960.KS
사조동아원,008040,KOSPI,008040.KS
사조산업,007160,KOSPI,007160.KS
사조씨푸드,014710,KOSPI,014710.KS
사조오양,006090,KOSPI,006090.KS
사피엔반도체,452430,KOSDAQ,452430.KQ
산돌,419120,KOSDAQ,419120.KQ
산일전기,062040,KOSPI,062040.KS
삼기,122350,KOSDAQ,122350.KQ
삼기에너지솔루션즈,419050,KOSDAQ,419050.KQ
삼륭물산,014970,KOSDAQ,014970.KQ
삼목에스폼,018310,KOSDAQ,018310.KQ
삼보모터스,053700,KOSDAQ,053700.KQ
삼보산업,009620,KOSDAQ,009620.KQ
삼보판지,023600,KOSDAQ,023600.KQ
삼부토건,001470,KOSPI,001470.KS
삼성E&A,028050,KOSPI,028050.KS
삼성FN리츠,448730,KOSPI,448730.KS
삼성SDI우,006405,KOSPI,006405.KS
삼성SDI,006400,KOSPI,006400.KS
삼성공조,006660,KOSPI,006660.KS
삼성스팩8호,448740,KOSDAQ,448740.KQ
삼성물산우B,02826K,KOSPI,02826K.KS
삼성물산,028260,KOSPI,028260.KS
삼성바이오로직스,207940,KOSPI,207940.KS
삼성생명,032830,KOSPI,032830.KS
삼성에스디에스,018260,KOSPI,018260.KS
삼성전기우,009155,KOSPI,009155.KS
삼성전기,009150,KOSPI,009150.KS
삼성전자우,005935,KOSPI,005935.KS
삼성전자,005930,KOSPI,005930.KS
삼성제약,001360,KOSPI,001360.KS
삼성중공업,010140,KOSPI,010140.KS
삼성증권,016360,KOSPI,016360.KS
삼성출판사,068290,KOSPI,068290.KS
삼성카드,029780,KOSPI,029780.KS
삼성화재우,000815,KOSPI,000815.KS
삼성화재,000810,KOSPI,000810.KS
삼아알미늄,006110,KOSPI,006110.KS
삼아제약,009300,KOSDAQ,009300.KQ
삼양사우,145995,KOSPI,145995.KS
삼양사,145990,KOSPI,145990.KS
삼양식품,003230,KOSPI,003230.KS
삼양엔씨켐,482630,KOSDAQ,482630.KQ
삼양케이씨아이,036670,KOSDAQ,036670.KQ
삼양통상,002170,KOSPI,002170.KS
삼양패키징,272550,KOSPI,272550.KS
삼양홀딩스우,000075,KOSPI,000075.KS
삼양홀딩스,000070,KOSPI,000070.KS
3S,060310,KOSDAQ,060310.KQ
삼영무역,002810,KOSPI,002810.KS
삼영,003720,KOSPI,003720.KS
삼영에스앤씨,361670,KOSDAQ,361670.KQ
삼영엠텍,054540,KOSDAQ,054540.KQ
삼영이엔씨,065570,KOSDAQ,065570.KQ
삼영전자,005680,KOSPI,005680.KS
삼원강재,023000,KOSPI,023000.KS
삼익THK,004380,KOSPI,004380.KS
삼익악기,002450,KOSPI,002450.KS
삼일,032280,KOSDAQ,032280.KQ
삼일기업공사,002290,KOSDAQ,002290.KQ
삼일씨엔에스,004440,KOSPI,004440.KS
삼일제약,000520,KOSPI,000520.KS
삼정펄프,009770,KOSPI,009770.KS
삼지전자,037460,KOSDAQ,037460.KQ
삼진,032750,KOSDAQ,032750.KQ
삼진엘앤디,054090,KOSDAQ,054090.KQ
삼진제약,005500,KOSPI,005500.KS
삼천당제약,000250,KOSDAQ,000250.KQ
삼천리,004690,KOSPI,004690.KS
삼천리자전거,024950,KOSDAQ,024950.KQ
삼표시멘트,038500,KOSDAQ,038500.KQ
삼현,437730,KOSDAQ,437730.KQ
삼현철강,017480,KOSDAQ,017480.KQ
삼호개발,010960,KOSPI,010960.KS
삼화네트웍스,046390,KOSDAQ,046390.KQ
삼화왕관,004450,KOSPI,004450.KS
삼화전기,009470,KOSPI,009470.KS
삼화전자,011230,KOSPI,011230.KS
삼화콘덴서,001820,KOSPI,001820.KS
삼화페인트,000390,KOSPI,000390.KS
상보,027580,KOSDAQ,027580.KQ
상상인,038540,KOSDAQ,038540.KQ
상상인제4호스팩,452670,KOSDAQ,452670.KQ
상상인증권,001290,KOSPI,001290.KS
상신브레이크,041650,KOSPI,041650.KS
상신이디피,091580,KOSDAQ,091580.KQ
상신전자,263810,KOSDAQ,263810.KQ
상아프론테크,089980,KOSDAQ,089980.KQ
상지건설,042940,KOSDAQ,042940.KQ
새로닉스,042600,KOSDAQ,042600.KQ
새론오토모티브,075180,KOSPI,075180.KS
새빗켐,107600,KOSDAQ,107600.KQ
샌즈랩,411080,KOSDAQ,411080.KQ
샘씨엔에스,252990,KOSDAQ,252990.KQ
샘표,007540,KOSPI,007540.KS
샘표식품,248170,KOSPI,248170.KS
샤페론,378800,KOSDAQ,378800.KQ
서남,294630,KOSDAQ,294630.KQ
서린바이오,038070,KOSDAQ,038070.KQ
서부T&D,006730,KOSDAQ,006730.KQ
서산,079650,KOSDAQ,079650.KQ
서암기계공업,100660,KOSDAQ,100660.KQ
서연,007860,KOSPI,007860.KS
서연이화,200880,KOSPI,200880.KS
서연탑메탈,019770,KOSDAQ,019770.KQ
서울가스,017390,KOSPI,017390.KS
서울리거,043710,KOSDAQ,043710.KQ
서울바이오시스,092190,KOSDAQ,092190.KQ
서울반도체,046890,KOSDAQ GLOBAL,046890.KQ
서울보증보험,031210,KOSPI,031210.KS
서울식품우,004415,KOSPI,004415.KS
서울식품,004410,KOSPI,004410.KS
서울옥션,063170,KOSDAQ,063170.KQ
서울전자통신,027040,KOSDAQ,027040.KQ
서울제약,018680,KOSDAQ,018680.KQ
서울평가정보,036120,KOSDAQ,036120.KQ
서원,021050,KOSPI,021050.KS
서원인텍,093920,KOSDAQ,093920.KQ
서전기전,189860,KOSDAQ,189860.KQ
서진시스템,178320,KOSDAQ,178320.KQ
서진오토모티브,122690,KOSDAQ,122690.KQ
서플러스글로벌,140070,KOSDAQ,140070.KQ
서한,011370,KOSDAQ,011370.KQ
서호전기,065710,KOSDAQ,065710.KQ
서흥,008490,KOSPI,008490.KS
서희건설,035890,KOSDAQ,035890.KQ
석경에이티,357550,KOSDAQ,357550.KQ
선광,003100,KOSDAQ,003100.KQ
선도전기,007610,KOSPI,007610.KS
선바이오,067370,KOSDAQ,067370.KQ
선샤인푸드,217620,KOSDAQ,217620.KQ
SUN&L,002820,KOSPI,002820.KS
선익시스템,171090,KOSDAQ,171090.KQ
선진,136490,KOSPI,136490.KS
선진뷰티사이언스,086710,KOSDAQ,086710.KQ
성광벤드,014620,KOSDAQ,014620.KQ
성도이엔지,037350,KOSDAQ,037350.KQ
성문전자우,014915,KOSPI,014915.KS
성문전자,014910,KOSPI,014910.KS
성신양회우,004985,KOSPI,004985.KS
성신양회,004980,KOSPI,004980.KS
성안머티리얼스,011300,KOSPI,011300.KS
성우,458650,KOSDAQ,458650.KQ
성우전자,081580,KOSDAQ,081580.KQ
성우테크론,045300,KOSDAQ,045300.KQ
성우하이텍,015750,KOSDAQ,015750.KQ
성일하이텍,365340,KOSDAQ,365340.KQ
성창기업지주,000180,KOSPI,000180.KS
성창오토텍,080470,KOSDAQ,080470.KQ
성호전자,043260,KOSDAQ,043260.KQ
세경하이테크,148150,KOSDAQ,148150.KQ
세기상사,002420,KOSPI,002420.KS
세니젠,188260,KOSDAQ,188260.KQ
세동,053060,KOSDAQ,053060.KQ
세림B&G,340440,KOSDAQ,340440.KQ
세명전기,017510,KOSDAQ,017510.KQ
세방우,004365,KOSPI,004365.KS
세방,004360,KOSPI,004360.KS
세방전지,004490,KOSPI,004490.KS
세보엠이씨,011560,KOSDAQ,011560.KQ
세아메카닉스,396300,KOSDAQ,396300.KQ
세아베스틸지주,001430,KOSPI,001430.KS
세아제강,306200,KOSPI,306200.KS
세아제강지주,003030,KOSPI,003030.KS
세아특수강,019440,KOSPI,019440.KS
세아홀딩스,058650,KOSPI,058650.KS
세우글로벌,013000,KOSPI,013000.KS
세운메디칼,100700,KOSDAQ,100700.KQ
세원물산,024830,KOSDAQ,024830.KQ
세원이앤씨,091090,KOSPI,091090.KS
세원정공,021820,KOSPI,021820.KS
세이브존I&C,067830,KOSPI,067830.KS
세종메디칼,258830,KOSDAQ,258830.KQ
세종텔레콤,036630,KOSDAQ,036630.KQ
세중,039310,KOSDAQ,039310.KQ
세진중공업,075580,KOSPI,075580.KS
세진티에스,067770,KOSDAQ,067770.KQ
세코닉스,053450,KOSDAQ,053450.KQ
세토피아,222810,KOSDAQ,222810.KQ
세화피앤씨,252500,KOSDAQ,252500.KQ
센서뷰,321370,KOSDAQ,321370.KQ
센코,347000,KOSDAQ,347000.KQ
셀레믹스,331920,KOSDAQ,331920.KQ
셀레스트라,352770,KOSDAQ,352770.KQ
셀로맥스사이언스,471820,KOSDAQ,471820.KQ
셀루메드,049180,KOSDAQ,049180.KQ
셀리드,299660,KOSDAQ,299660.KQ
셀바스AI,108860,KOSDAQ,108860.KQ
셀바스헬스케어,208370,KOSDAQ,208370.KQ
셀바이오휴먼텍,318160,KOSDAQ,318160.KQ
셀비온,308430,KOSDAQ,308430.KQ
셀트리온,068270,KOSPI,068270.KS
셀트리온제약,068760,KOSDAQ,068760.KQ
셀피글로벌,068940,KOSDAQ,068940.KQ
소노스퀘어,007720,KOSDAQ,007720.KQ
소니드,060230,KOSDAQ,060230.KQ
소룩스,290690,KOSDAQ,290690.KQ
소마젠,950200,KOSDAQ,950200.KQ
소프트센,032680,KOSDAQ,032680.KQ
소프트센우,032685,KOSDAQ,032685.KQ
소프트캠프,258790,KOSDAQ,258790.KQ
손오공,066910,KOSDAQ,066910.KQ
솔디펜스,215090,KOSDAQ,215090.KQ
솔루스첨단소재1우,33637K,KOSPI,33637K.KS
솔루스첨단소재2우B,33637L,KOSPI,33637L.KS
솔루스첨단소재,336370,KOSPI,336370.KS
솔루엠,248070,KOSPI,248070.KS
솔본,035610,KOSDAQ,035610.KQ
솔브레인,357780,KOSDAQ GLOBAL,357780.KQ
솔브레인홀딩스,036830,KOSDAQ GLOBAL,036830.KQ
솔트룩스,304100,KOSDAQ,304100.KQ
솔트웨어,328380,KOSDAQ,328380.KQ
송원산업,004430,KOSPI,004430.KS
쇼박스,086980,KOSDAQ,086980.KQ
수산세보틱스,017550,KOSPI,017550.KS
수산아이앤티,050960,KOSDAQ,050960.KQ
수산인더스트리,126720,KOSPI,126720.KS
수성웹툰,084180,KOSDAQ,084180.KQ
수젠텍,253840,KOSDAQ,253840.KQ
SOOP,067160,KOSDAQ GLOBAL,067160.KQ
슈어소프트테크,298830,KOSDAQ,298830.KQ
슈프리마,236200,KOSDAQ,236200.KQ
슈프리마에이치큐,094840,KOSDAQ,094840.KQ
슈피겐코리아,192440,KOSDAQ,192440.KQ
스마트레이더시스템,424960,KOSDAQ,424960.KQ
스맥,099440,KOSDAQ,099440.KQ
SKAI,357880,KOSDAQ,357880.KQ
스코넥,276040,KOSDAQ,276040.KQ
스타에스엠리츠,204210,KOSPI,204210.KS
스타코링크,060240,KOSDAQ,060240.KQ
스타플렉스,115570,KOSDAQ,115570.KQ
스톤브릿지벤처스,330730,KOSDAQ,330730.KQ
스톰테크,352090,KOSDAQ,352090.KQ
스튜디오산타클로스,204630,KOSDAQ,204630.KQ
스튜디오드래곤,253450,KOSDAQ GLOBAL,253450.KQ
스튜디오미르,408900,KOSDAQ,408900.KQ
스튜디오삼익,415380,KOSDAQ,415380.KQ
스틱인베스트먼트,026890,KOSPI,026890.KS
스페코,013810,KOSDAQ,013810.KQ
스피어,347700,KOSDAQ,347700.KQ
승일,049830,KOSDAQ,049830.KQ
시공테크,020710,KOSDAQ,020710.KQ
시그네틱스,033170,KOSDAQ,033170.KQ
시너지이노베이션,048870,KOSDAQ,048870.KQ
시노펙스,025320,KOSDAQ,025320.KQ
시디즈,134790,KOSPI,134790.KS
시선AI,340810,KOSDAQ,340810.KQ
시스웍,269620,KOSDAQ,269620.KQ
CR홀딩스,000480,KOSPI,000480.KS
시지메드텍,056090,KOSDAQ,056090.KQ
시지트로닉스,429270,KOSDAQ,429270.KQ
시큐레터,418250,KOSDAQ,418250.KQ
시큐브,131090,KOSDAQ,131090.KQ
시프트업,462870,KOSPI,462870.KS
신대양제지,016590,KOSPI,016590.KS
신도기연,290520,KOSDAQ,290520.KQ
신도리코,029530,KOSPI,029530.KS
신라교역,004970,KOSPI,004970.KS
신라섬유,001000,KOSDAQ,001000.KQ
신라에스지,025870,KOSDAQ,025870.KQ
신라젠,215600,KOSDAQ,215600.KQ
신성델타테크,065350,KOSDAQ,065350.KQ
신성에스티,416180,KOSDAQ,416180.KQ
신성이엔지,011930,KOSPI,011930.KS
신성통상,005390,KOSPI,005390.KS
신세계,004170,KOSPI,004170.KS
신세계 I&C,035510,KOSPI,035510.KS
신세계인터내셔날,031430,KOSPI,031430.KS
신세계푸드,031440,KOSPI,031440.KS
신송홀딩스,006880,KOSPI,006880.KS
신스틸,162300,KOSDAQ,162300.KQ
신시웨이,290560,KOSDAQ,290560.KQ
신신제약,002800,KOSDAQ,002800.KQ
신영와코루,005800,KOSPI,005800.KS
신영증권,001720,KOSPI,001720.KS
신영스팩10호,472220,KOSDAQ,472220.KQ
신영스팩8호,430220,KOSDAQ,430220.KQ
신영스팩9호,445970,KOSDAQ,445970.KQ
신원,009270,KOSPI,009270.KS
신원종합개발,017000,KOSDAQ,017000.KQ
신일전자,002700,KOSPI,002700.KS
신일제약,012790,KOSDAQ,012790.KQ
신진에스엠,138070,KOSDAQ,138070.KQ
신테카바이오,226330,KOSDAQ,226330.KQ
신풍,002870,KOSPI,002870.KS
신풍제약우,019175,KOSPI,019175.KS
신풍제약,019170,KOSPI,019170.KS
신한글로벌액티브리츠,481850,KOSPI,481850.KS
신한지주,055550,KOSPI,055550.KS
신한서부티엔디리츠,404990,KOSPI,404990.KS
신한알파리츠,293940,KOSPI,293940.KS
신한제11호스팩,452980,KOSDAQ,452980.KQ
신한제12호스팩,474660,KOSDAQ,474660.KQ
신한제13호스팩,474930,KOSDAQ,474930.KQ
신한제14호스팩,487360,KOSDAQ,487360.KQ
신한제15호스팩,487830,KOSDAQ,487830.KQ
신한제16호스팩,496070,KOSDAQ,496070.KQ
신화인터텍,056700,KOSDAQ,056700.KQ
신화콘텍,187270,KOSDAQ,187270.KQ
신흥,004080,KOSPI,004080.KS
신흥에스이씨,243840,KOSDAQ,243840.KQ
실리콘투,257720,KOSDAQ,257720.KQ
심텍,222800,KOSDAQ GLOBAL,222800.KQ
심텍홀딩스,036710,KOSDAQ,036710.KQ
심플랫폼,444530,KOSDAQ,444530.KQ
싸이닉솔루션,234030,KOSDAQ,234030.KQ
싸이맥스,160980,KOSDAQ,160980.KQ
싸이버원,356890,KOSDAQ,356890.KQ
싸이토젠,217330,KOSDAQ,217330.KQ
쌍방울,102280,KOSPI,102280.KS
써니전자,004770,KOSPI,004770.KS
썸에이지,208640,KOSDAQ,208640.KQ
쎄노텍,222420,KOSDAQ,222420.KQ
쎄니트,037760,KOSDAQ,037760.KQ
쎄크,081180,KOSDAQ,081180.KQ
쎄트렉아이,099320,KOSDAQ,099320.KQ
쎌바이오텍,049960,KOSDAQ,049960.KQ
쏘닉스,088280,KOSDAQ,088280.KQ
쏘카,403550,KOSPI,403550.KS
쏠리드,050890,KOSDAQ,050890.KQ
쓰리빌리언,394800,KOSDAQ,394800.KQ
쓰리에이로직스,177900,KOSDAQ,177900.KQ
씨메스,475400,KOSDAQ,475400.KQ
씨싸이트,109670,KOSDAQ,109670.KQ
씨씨에스,066790,KOSDAQ,066790.KQ
씨아이에스,222080,KOSDAQ GLOBAL,222080.KQ
씨아이테크,004920,KOSPI,004920.KS
씨앤씨인터내셔널,352480,KOSDAQ,352480.KQ
씨앤지하이테크,264660,KOSDAQ,264660.KQ
씨앤투스,352700,KOSDAQ,352700.KQ
CNT85,056730,KOSDAQ,056730.KQ
씨어스테크놀로지,458870,KOSDAQ,458870.KQ
CS,065770,KOSDAQ,065770.KQ
씨에스베어링,297090,KOSDAQ,297090.KQ
CSA 코스믹,083660,KOSDAQ,083660.KQ
씨에스윈드,112610,KOSPI,112610.KS
씨엑스아이,900120,KOSDAQ,900120.KQ
씨엔알리서치,359090,KOSDAQ,359090.KQ
씨엔플러스,115530,KOSDAQ,115530.KQ
씨유메디칼,115480,KOSDAQ,115480.KQ
씨유테크,376290,KOSDAQ,376290.KQ
씨이랩,189330,KOSDAQ,189330.KQ
CJ대한통운,000120,KOSPI,000120.KS
CJ 바이오사이언스,311690,KOSDAQ,311690.KQ
CJ CGV,079160,KOSPI,079160.KS
